workspace_id,name,department,executive_sponsor,submitted_by,contact_email,description,driver,value,users,align,justif,maturity,spend,volume,pain,tools,sources,dataavail,integrations,realtime,technotes,sensitivity,autonomy,pii,audit,adoption,change,delivery,addnotes,stage,status,delivered_at
,Conversational Workforce Data and Insights Hub,IT,CIO,Procurement Analytics,quality@intel.com,"AI-powered HR intelligence hub delivering real-time, conversational access to workforce data and insights—eliminating reliance on static reports and dashboards.",Uptime + OEE,60-70% helpdesk deflection,Procurement + AP,Asset uptime (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Manual spot-audit of contracts vs POs,"$6,000,000/yr",Enterprise IBP demand plan,High manual effort; late detection,QM inspection + MES,"HCM, policy docs, benefits KB",Readily available & clean,Vertex AI + BigQuery ML + Looker,Yes (API + streaming),Custom forecasting models; high complexity,High,Supervised,FALSE,Yes,High,Medium,Build (engineer it),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,AI-Powered Employee Onboarding Process Automation Platform,Supply Chain,COO,Reliability Engineering,procurement@intel.com,AI-powered onboarding solution that delivers an improved experience and automates HR processes to accelerate efficiency and productivity.,Uptime + OEE,2-5% contract value recovered,Quality + Production,Asset uptime (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Delivered â€” live in production,"$6,000,000/yr",Fleet-wide equipment,High manual effort; late detection,HCM ticketing system,"ERP POs/invoices, contract repository",Readily available & clean,Vertex AI + BigQuery ML + Looker,Yes (API + streaming),Predictive models on streaming IoT; high complexity,Medium,Supervised,FALSE,Yes,Medium,Medium,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,AI-Enabled Personalized Enterprise Learning Platform Modernization,Legal,CEO,Quality Engineering,supplychain@intel.com,"Modernizing the enterprise learning platform (Galaxy Learn) to deliver a more intuitive, AI-enabled learning experience, enabling personalized development, consolidating content into a single platform, and streamlining administration and reporting.",Yield + scrap cost,25-40% unplanned downtime reduction,Planning org,Margin recovery (top AI priority),Est. annual value $48M; baseline 6.2% unplanned downtime,Manual HR helpdesk + ticketing,"$6,000,000/yr",All production batches,High manual effort,Integrated business planning suite,"ERP, supplier portal, PO/GRN tables",Readily available & clean,Vertex AI Forecasting + BigQuery ML,Yes (batch + streaming),Native connectors; low complexity,Medium,Advisory,TRUE,Yes,Medium,Medium,Build (engineer it),PII redaction layer verified before GA,intake,,
,AI-Guided Employee Performance Review Orchestration Assistant,Data Center Group,CFO,Supply Chain Planning,reliability@intel.com,"AI-powered assistant that actively guides and orchestrates employee self-assessments, manager evaluations, and annual reviews—providing real-time recommendations, generating content, and driving timely, high-quality performance outcomes.",Working capital + service level,85% touchless match rate,600 AP + procurement staff,Supply-chain resilience (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Statistical forecast in planning suite,"$12,000,000/yr",1.2M invoices/yr,High manual effort,ERP + spreadsheets,"IoT sensors (Pub/Sub), maintenance history",Available; sensor data quality varies,Vertex AI + BigQuery ML + Looker,Yes (streaming),Cross-system reconciliation; medium complexity,Medium,Supervised,FALSE,Yes,High,Medium,Build (engineer it),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,AI-Powered Internal Talent Mobility Orchestration Agent,Data Center Group,COO,Quality Engineering,quality@intel.com,"AI-powered agent that accelerates internal mobility by matching employees to opportunities and orchestrating end-to-end movement—streamlining approvals, transitions, and execution.",Uptime + OEE,15-25% inventory reduction,600 AP + procurement staff,Supply-chain resilience (top AI priority),Est. annual value $48M; baseline 6.2% unplanned downtime,Post-hoc inspection + manual RCA,"$12,000,000/yr","42,000 tickets/mo",Very high manual effort,HCM ticketing system,"IBP demand history, external signals, BigQuery",Available; MES integration effort,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,Yes (streaming),Cross-system reconciliation; medium complexity,Medium,Supervised,TRUE,Yes,High,Medium,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,AI-Automated Workday Testing and Release Readiness,HR,COO,Procurement Analytics,supplychain@intel.com," AI-enabled, Workday-specific test automation platform that automates test creation, data generation, execution, validation, and maintenance. By dynamically adapting to Workday and configuration changes, it accelerates release readiness, increases test coverage, reduces testing effort by up to 90%, and minimizes risk without increasing HR or IT resources.",Employee experience + cost-to-serve,25-40% unplanned downtime reduction,Maintenance + Ops,Yield/quality (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Post-hoc inspection + manual RCA,"$5,200,000/yr (pre-automation)",Fleet-wide equipment,Very high manual effort,ERP + spreadsheets,"ERP, supplier portal, PO/GRN tables",Available; sensor data quality varies,Vertex AI + BigQuery ML + Looker,Yes (API + streaming),Delivered on Document AI + reconciliation service,Medium,Advisory,FALSE,Yes,High,Low,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,AI Workforce Forecasting and Capacity Planning,Marketing,CTO,HR Digital Team,ap-automation@intel.com,"AI-driven forecasting, scenario modeling, and workforce intelligence to help Intel predict talent needs, assess capacity risks, and optimize workforce decisions. Enables the Talent team to proactively align skills, headcount, and investments to business demand, improving agility and readiness for future growth.",Uptime + OEE,15-25% inventory reduction,Planning org,Yield/quality (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Post-hoc inspection + manual RCA,"$7,500,000/yr",Fleet-wide equipment,Manual matching backlog,CMMS + preventive schedules,"IoT sensors (Pub/Sub), maintenance history",Available; sensor data quality varies,Gemini for Google Workspace; Agentspace,No (batch + API),Cross-system reconciliation; medium complexity,Medium,Supervised,FALSE,Yes,Medium,Low,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,Explainable AI-Driven CCG Revenue Forecasting Platform,Client Computing,CFO,Supply Chain Planning,ap-automation@intel.com,"Transition from Manual to AI-Driven Revenue Forecasting for CCG: shift from manual, business unit-driven revenue forecasting to an AI/ML-based approach, emphasizing the need for explainability, integration of unstructured data.",Employee experience + cost-to-serve,25-40% unplanned downtime reduction,Quality + Production,Supply-chain resilience (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Post-hoc inspection + manual RCA,"$4,000,000/yr",<5% of contracts covered,High manual effort,QM inspection + MES,"IBP demand history, external signals, BigQuery",Available; external ingestion effort,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,No (batch + API),Predictive models on streaming IoT; high complexity,Medium,Supervised,TRUE,Yes,Medium,Medium,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,Conversational Executive Data and Forecast Dashboard,HR,CEO,Procurement Analytics,supplychain@intel.com,"AI enabled dashboard with chat feature. ET should have the ability to chat with Close, POR, LRP. In long term, broader set of databases (Supply, demand, your org etc.) as we combine our disaggregated systems. At the end of the day, ET leadership should be able to get any “relevant” data on their fingertips. ",Uptime + OEE,15-25% inventory reduction,600 AP + procurement staff,Supply-chain resilience (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Statistical forecast in planning suite,"$12,000,000/yr",1.2M invoices/yr,High manual effort,Integrated business planning suite,"IoT sensors (Pub/Sub), maintenance history",Readily available & clean,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,No (batch + API),Cross-system reconciliation; medium complexity,Medium,Automated w/ exception review,TRUE,Yes,High,Medium,Build (engineer it),PII redaction layer verified before GA,intake,,
,Self-Service Financial Reporting and Narrative Generation,Client Computing,CEO,HR Digital Team,reliability@intel.com,"Self-serve reports with key data and KPIs; NLP/LLM query capability alongside reports; summarizing actual and forecast data in presentations. Convert financial data into concise narratives, dashboard commentary, and leader-ready summaries. ",Margin recovery,85% touchless match rate,"110,000 employees",Supply-chain resilience (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Time-based preventive maintenance,"$5,200,000/yr (pre-automation)","42,000 tickets/mo",High manual effort; late detection,HCM ticketing system,"IoT sensors (Pub/Sub), maintenance history",Available; sensor data quality varies,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,No (batch + API),Cross-system reconciliation; medium complexity,Medium,Advisory,FALSE,Yes,Medium,Medium,Adopt (start simple),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,Self-Service Finance Ad Hoc Query Assistant,Marketing,CIO,Supply Chain Planning,quality@intel.com,"Finance users depend on data teams for ad-hoc queries, creating bottlenecks and delays in decision-making. Impact if not done: continued dependency on BI team, slow time-to-insight.",Yield + scrap cost,15-25% inventory reduction,600 AP + procurement staff,Supply-chain resilience (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Post-hoc inspection + manual RCA,"$9,000,000/yr","42,000 tickets/mo",Very high manual effort,CMMS + preventive schedules,"ERP, supplier portal, PO/GRN tables",Available; sensor data quality varies,Vertex AI Forecasting + BigQuery ML,No (batch + API),Custom forecasting models; high complexity,Medium,Supervised,FALSE,Yes,High,Medium,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,Automated Finance Root-Cause and Predictive Insights,IT,CTO,Supply Chain Planning,supplychain@intel.com,"Root-cause analysis and forward-looking insights require manual effort and statistical expertise not available across all finance teams. Impact if not done: slow root-cause analysis, reactive forecasting.",Cost-to-serve + cycle time,20-35% scrap/rework reduction,600 AP + procurement staff,Supply-chain resilience (top AI priority),Est. annual value $48M; baseline 6.2% unplanned downtime,Time-based preventive maintenance,"$7,500,000/yr",Fleet-wide equipment,High manual effort,HCM ticketing system,"IBP demand history, external signals, BigQuery",Available; MES integration effort,Document AI; BigQuery; ERP connector,No,Cross-system reconciliation; medium complexity,Medium,Supervised,FALSE,Yes,Medium,Medium,Build (engineer it),Supervisor approval on auto work orders until precision >90% on pilot line,intake,,
,Unified AI-Powered Finance Search Across Systems,IT,CEO,Reliability Engineering,askhr@intel.com,Finance reporting requires accessing multiple systems and document types; no unified AI-powered search exists. Impact if not done: continued fragmented access to finance documents and reports.,Yield + scrap cost,60-70% helpdesk deflection,Quality + Production,Enterprise self-service (top AI priority),Est. annual value $48M; baseline 6.2% unplanned downtime,Statistical forecast in planning suite,"$12,000,000/yr",Enterprise IBP demand plan,Very high manual effort,Integrated business planning suite,"QM inspection, MES process params, BigQuery",Available; MES integration effort,Gemini for Google Workspace; Agentspace,No,Cross-system reconciliation; medium complexity,High,Automated w/ exception review,TRUE,Yes,Medium,Medium,Build (engineer it),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,Automated Variance Analysis and Financial Commentary,Client Computing,CTO,Reliability Engineering,reliability@intel.com,"Variance analysis agents; summarizing actual and forecast data for presentations. Explain plan-versus-actual and period-over-period changes, surface anomalies, and highlight the actions that matter most.",Yield + scrap cost,25-40% unplanned downtime reduction,"110,000 employees",Yield/quality (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Statistical forecast in planning suite,"$12,000,000/yr","42,000 tickets/mo",Very high manual effort,Integrated business planning suite,"HCM, policy docs, benefits KB",Readily available & clean,Document AI; BigQuery; ERP connector,Yes (API + streaming),Native connectors; low complexity,Medium,Supervised,FALSE,Yes,High,Low,Adopt (start simple),PII redaction layer verified before GA,panel,,
,Conversational Spending Analysis for Finance Leaders,HR,COO,Reliability Engineering,reliability@intel.com,"NLP/LLM chatbot for spending; responding to questions from operations partners or finance leaders. Provide conversational answers, guided analysis, and finance context for business partners, leaders, and analysts.",Margin recovery,15-25% inventory reduction,Procurement + AP,Enterprise self-service (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Time-based preventive maintenance,"$7,500,000/yr",All production batches,Very high manual effort,ERP + legacy OCR,"IBP demand history, external signals, BigQuery",Readily available & clean,Document AI; BigQuery; ERP connector,Yes (batch + streaming),Defect prediction + RCA models; high complexity,Medium,Supervised,FALSE,Yes,Medium,Low,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,AI Revenue Margin and Close Validation Insights,Marketing,COO,HR Digital Team,reliability@intel.com,"GM insights agent; RevOpt models; quarterly close validation agent; samples FAQ agent. Apply AI to revenue analytics, margin insights, revenue optimization, quarterly close validation, and product or sample-related finance support.",Uptime + OEE,15-25% inventory reduction,Maintenance + Ops,Margin recovery (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Post-hoc inspection + manual RCA,"$9,000,000/yr",1.2M invoices/yr,High manual effort; reactive,ERP + spreadsheets,"ERP, supplier portal, PO/GRN tables",Available; sensor data quality varies,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,Yes (API + streaming),Custom forecasting models; high complexity,Medium,Supervised,FALSE,Yes,Medium,Low,Adopt (start simple),Supervisor approval on auto work orders until precision >90% on pilot line,panel,,
,AI Contract Revenue Recognition Compliance Analysis,HR,CHRO,HR Digital Team,procurement@intel.com,"AI on contracts for revenue compliance and recognition analysis. Use AI to review customer contracts, identify key terms, flag compliance or accounting risks, and support consistent revenue recognition decisions.",Uptime + OEE,2-5% contract value recovered,600 AP + procurement staff,Finance operational excellence,Est. annual value $8.5M; 42k monthly tickets deflected,Statistical forecast in planning suite,"$4,000,000/yr",1.2M invoices/yr,Very high manual effort,ERP + legacy OCR,"ERP, supplier portal, PO/GRN tables",Available; sensor data quality varies,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,Yes (streaming),Native connectors; low complexity,Medium,Advisory,FALSE,Yes,Medium,Medium,Build (engineer it),PII redaction layer verified before GA,panel,,
,Automated Real-Time Trade Confirmation Matching Platform,Client Computing,CTO,HR Digital Team,supplychain@intel.com,"Trade confirmations across 7 instrument types (Swaps, MMF, AC, CSA, Repo/TD, FX, SE) are heavily manual — 6,816 trades manually matched in 2025, consuming ~1,136 hours across 3 headcounts (50% of their time). Confirmations must run 24/5 in real-time. Fully manual instruments (Swaps, MMF, AC, CSA, Repo/TD) rely on parsing emails from counterparties, traders, and platforms like Bloomberg. Even ""electronic"" instruments (FX, SE) require manual exception handling.",Margin recovery,25-40% unplanned downtime reduction,Quality + Production,Finance operational excellence,Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Statistical forecast in planning suite,"$6,000,000/yr",Fleet-wide equipment,High manual effort,QM inspection + MES,"QM inspection, MES process params, BigQuery",Readily available & clean,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,Yes (streaming),Cross-system reconciliation; medium complexity,Medium,Supervised,FALSE,Yes,Medium,Medium,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,AI-Powered Samples Analytics and Data Access,Finance,CHRO,Supply Chain Planning,procurement@intel.com,"It is hard to get data for Samples accurately and quickly because of architecture of Samples application. Legacy MySamples application is a heavily customized application and has serious performance limitations (at the beginning of the year, there were CIO escalations about performance of this application). Even though performance has improved to a large extent, most users are still wary of MySamples since it is not the most user friendly application. Samples AI agents are addressing common biz use cases for Samples analytics using AI agents",Uptime + OEE,25-40% unplanned downtime reduction,Planning org,Margin recovery (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Delivered â€” live in production,"$7,500,000/yr",1.2M invoices/yr,High manual effort; low accuracy,CMMS + preventive schedules,"HCM, policy docs, benefits KB",Available across systems,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,Yes (streaming),Defect prediction + RCA models; high complexity,Medium,Supervised,FALSE,Yes,Medium,Low,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,Accelerated Quarter-End Close Accuracy and Traceability,Foundry,CHRO,Reliability Engineering,askhr@intel.com,"Quarter end close process is super critical process and is time crunched as Corporate Accounting has to complete most close related activities in WW01 of quarter. Speed, Accuracy and traceability are 3 important requirements of this process and consequences are humongous",Working capital + service level,20-35% scrap/rework reduction,"110,000 employees",Margin recovery (top AI priority),Est. annual value $48M; baseline 6.2% unplanned downtime,Time-based preventive maintenance,"$5,200,000/yr (pre-automation)",Fleet-wide equipment,High manual effort; low accuracy,ERP + spreadsheets,"HCM, policy docs, benefits KB",Available; external ingestion effort,Vertex AI + BigQuery ML + Looker,Yes (batch + streaming),Native connectors; low complexity,Medium,Supervised,TRUE,Yes,High,Medium,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,panel,,
,Natural Language Insights Visualization and Forecast Updates,IT,CFO,Reliability Engineering,ap-automation@intel.com,"Enable users to ask questions in plain English and receive insights, visualizations, and update forecasts via plain text.",Employee experience + cost-to-serve,2-5% contract value recovered,Procurement + AP,Finance operational excellence,Est. annual value $22M; currently <5% of contracts audited,Manual HR helpdesk + ticketing,"$6,000,000/yr","42,000 tickets/mo",High manual effort,QM inspection + MES,"ERP POs/invoices, contract repository",Readily available & clean,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,Yes (streaming),Delivered on Document AI + reconciliation service,Medium,Automated w/ exception review,FALSE,Yes,High,Low,Adopt (start simple),Supervisor approval on auto work orders until precision >90% on pilot line,intake,,
,IGT Policy and Administrative Self-Service Chatbot,Marketing,CIO,HR Digital Team,supplychain@intel.com,"The chatbot provides Intel Government Technologies (IGT) employees with self-service guidance on:
- Policy & Procedures: Quick access to IGT policies, compliance requirements, and operational procedures
- Timekeeping & Administration: Guidance on timekeeping and other administrative processes
- Efficiency: Reduces time spent searching across multiple documents ",Employee experience + cost-to-serve,20-35% scrap/rework reduction,Planning org,Enterprise self-service (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Manual spot-audit of contracts vs POs,"$9,000,000/yr",<5% of contracts covered,Manual matching backlog,QM inspection + MES,"HCM, policy docs, benefits KB",Readily available & clean,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,Yes (streaming),Predictive models on streaming IoT; high complexity,Medium,Advisory,TRUE,Yes,High,Low,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,In-House Generative Ask IT Support Chatbot,Foundry,CFO,Quality Engineering,ap-automation@intel.com,Deploy In-house development of Generative  Ask IT for IT Chat Support. ,Cost-to-serve + cycle time,15-25% inventory reduction,"110,000 employees",Supply-chain resilience (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Time-based preventive maintenance,"$6,000,000/yr","42,000 tickets/mo",High manual effort; reactive,ERP + legacy OCR,"IoT sensors (Pub/Sub), maintenance history",Available; external ingestion effort,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,Yes (streaming),Cross-system reconciliation; medium complexity,Medium,Supervised,FALSE,Yes,Medium,Medium,Build (engineer it),Delivered example row â€” shows how to mark a completed use case.,intake,,
,Generative IT Search and Self-Healing Support,Foundry,CIO,Supply Chain Planning,supplychain@intel.com," Deploy In-house development of Generative  Ask Search Capability for
IT.INTEL.COM with self-help, videos and self healing. ",Employee experience + cost-to-serve,25-40% unplanned downtime reduction,Planning org,Supply-chain resilience (top AI priority),Est. annual value $40M; baseline scrap 3.8%,Time-based preventive maintenance,"$5,200,000/yr (pre-automation)",All production batches,High manual effort,QM inspection + MES,"QM inspection, MES process params, BigQuery",Readily available & clean,Document AI; BigQuery; ERP connector,No,Native connectors; low complexity,Medium,Automated w/ exception review,FALSE,Yes,High,Medium,Adopt (start simple),Delivered example row â€” shows how to mark a completed use case.,intake,,
,AI-Automated Customer Support Service Request Workflows,Data Center Group,CFO,Supply Chain Planning,reliability@intel.com, Leveraging AI tools to drive automation in workstream to reduce manual service request in Customer Support ,Margin recovery,15-25% inventory reduction,Planning org,Margin recovery (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Delivered â€” live in production,"$6,000,000/yr",All production batches,Manual matching backlog,QM inspection + MES,"ERP, supplier portal, PO/GRN tables",Readily available & clean,Document AI; BigQuery; ERP connector,No,Predictive models on streaming IoT; high complexity,Medium,Supervised,FALSE,Yes,Medium,Medium,Build (engineer it),Supervisor approval on auto work orders until precision >90% on pilot line,intake,,
,Intelligent Call Routing Sentiment and SLA Automation,Finance,CTO,Quality Engineering,supplychain@intel.com,"1)  Replace the rigid, automated Genesys phone tree with GECX natural-language intent classification to autonomously route the 44,000 misrouted non-IT calls received anually.                                                                                                              2)  Perform context-aware sentiment analysis on Genesys transcripts to automatically route recovery suggestions to operations and coaching feedback to agents.                                                                     3)Track SLA timers on escalated L2/L3 tickets and autonomously execute email follow-ups with external Level 3 vendors.                                                                                              ",Margin recovery,20-35% scrap/rework reduction,Procurement + AP,Yield/quality (top AI priority),Est. annual value $8.5M; 42k monthly tickets deflected,Time-based preventive maintenance,"$6,000,000/yr",Fleet-wide equipment,Manual matching backlog,CMMS + preventive schedules,"IBP demand history, external signals, BigQuery",Available; MES integration effort,Document AI; BigQuery; ERP connector,No,Defect prediction + RCA models; high complexity,High,Automated w/ exception review,FALSE,Yes,Medium,Medium,Build (engineer it),Human approval on all recovery actions; SOX control sign-off,intake,,
,Context-Aware Employee Self-Service and Agent Support,Sales,COO,Procurement Analytics,reliability@intel.com,1) Establish a conversational RAG interface in the GE App that guides employees through self-help video guides and ServiceNow technical runbooks                                                                                     2) Transfer current in house develop Chat Bot to Industry Off the Shelf Chat Bot.                                                                                     3) Use the Memory Bank profile ingestion to instantly deliver a caller's active background context (device specs and recent ticket history) to the live support agent's desktop,Cost-to-serve + cycle time,60-70% helpdesk deflection,Quality + Production,Yield/quality (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Statistical forecast in planning suite,"$5,200,000/yr (pre-automation)",1.2M invoices/yr,High manual effort; late detection,CMMS + preventive schedules,"HCM, policy docs, benefits KB",Available across systems,Gemini for Google Workspace; Agentspace,Yes (streaming),Native connectors; low complexity,Medium,Advisory,TRUE,Yes,High,Medium,Adopt (start simple),Supervisor approval on auto work orders until precision >90% on pilot line,intake,,
,Automated Network Alert Self-Healing Remediation Workflows,HR,CTO,Procurement Analytics,supplychain@intel.com,"Automate the remediation of LAN Chassis Down, WAN Bandwidth Critical and Access Points disassiocation alerts by executing pre-approved self-healing workflows.",Margin recovery,85% touchless match rate,Procurement + AP,Enterprise self-service (top AI priority),Est. annual value $48M; baseline 6.2% unplanned downtime,Manual HR helpdesk + ticketing,"$9,000,000/yr",1.2M invoices/yr,High manual effort; late detection,ERP + spreadsheets,"QM inspection, MES process params, BigQuery",Readily available & clean,Gemini for Google Workspace; Agentspace,No,Delivered on Document AI + reconciliation service,Medium,Supervised,FALSE,Yes,Medium,Low,Build (engineer it),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,AI Revenue Forecasting Variance and Margin Insights,HR,CTO,Procurement Analytics,askhr@intel.com,"Provides an AI-driven forecasting and analytics solution that generates complementary forecast data points, variance analysis, margin insights, and revenue recommendations. Intended to serve as a key reference during ""light touch"" RevOpt weeks and support leadership decision-making through automated analysis and contextual insights",Employee experience + cost-to-serve,60-70% helpdesk deflection,Maintenance + Ops,Finance operational excellence,Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Manual HR helpdesk + ticketing,"$4,000,000/yr",1.2M invoices/yr,Manual matching backlog,ERP + spreadsheets,"HCM, policy docs, benefits KB",Available; external ingestion effort,Gemini for Google Workspace; Agentspace,No,Defect prediction + RCA models; high complexity,Medium,Supervised,TRUE,Yes,Medium,Medium,Build (engineer it),Delivered example row â€” shows how to mark a completed use case.,intake,,
,Weekly POR Account Performance Trend Monitoring,Data Center Group,CFO,Supply Chain Planning,askhr@intel.com,•Monitor weekly performance against POR•Identify growth or decline for specific accounts across weeks,Cost-to-serve + cycle time,15-25% inventory reduction,Procurement + AP,Margin recovery (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Manual spot-audit of contracts vs POs,"$6,000,000/yr","42,000 tickets/mo",High manual effort,Integrated business planning suite,"HCM, policy docs, benefits KB",Readily available & clean,Vertex AI Forecasting + BigQuery ML,No,Custom forecasting models; high complexity,High,Supervised,TRUE,Yes,High,Medium,Adopt (start simple),Delivered example row â€” shows how to mark a completed use case.,intake,,
,Automated Legal Contract Metadata Extraction and Filing,Data Center Group,CHRO,Procurement Analytics,askhr@intel.com,"Automates contract metadata extraction during the contract filing process, reducing manual data entry and improving contract data quality for Legal Operations.",Cost-to-serve + cycle time,15-25% inventory reduction,Maintenance + Ops,Supply-chain resilience (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Manual spot-audit of contracts vs POs,"$12,000,000/yr",Enterprise IBP demand plan,High manual effort; late detection,ERP + legacy OCR,"ERP POs/invoices, contract repository",Readily available & clean,Vertex AI + Pub/Sub + BigQuery + Cloud Functions,Yes (batch + streaming),Delivered on Document AI + reconciliation service,High,Advisory,FALSE,Yes,Medium,Low,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,AI Extraction of Contractual Financial Obligations,HR,COO,Quality Engineering,procurement@intel.com,"Uses AI to extract financial obligations, payment terms, renewal commitments, and key contractual milestones from executed agreements and convert them into structured, actionable records for Finance operations.",Uptime + OEE,2-5% contract value recovered,Quality + Production,Asset uptime (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Statistical forecast in planning suite,"$7,500,000/yr",<5% of contracts covered,Very high manual effort,ERP + legacy OCR,"ERP POs/invoices, contract repository",Available; sensor data quality varies,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,Yes (batch + streaming),Cross-system reconciliation; medium complexity,Medium,Supervised,TRUE,Yes,Medium,Medium,Build (engineer it),Supervisor approval on auto work orders until precision >90% on pilot line,intake,,
,Governed Hybrid Agentic AI Infrastructure Operations Platform,Data Center Group,CHRO,HR Digital Team,reliability@intel.com,"Intel IT’s agentic AI IaaS platform is a governed multi?AI agent /  MCP mesh that turns live infrastructure systems into callable capabilities, delivering intent?driven health, incident, capacity, and change intelligence across storage, compute, network, and ITSM domains with hybrid cloud/on?prem LLM execution for deep reasoning and high?volume AIOps workflows.

By combining cloud-based state-of-the-art large language models (LLMs) for deep reasoning with on-premises local open-source large language models (LLMs) running on Intel® Xeon® processor–based servers optimized for high-volume operational workloads, the platform delivers previously unattainable infrastructure insight. This hybrid approach significantly reduces token cost while preserving control over sensitive workloads and data. 

This approach combines agent mesh orchestration (a coordinated system of specialized AI agents), hybrid LLM execution, and governed operational intelligence workflows establishing agentic AI as a force multiplier for infrastructure operations.",Yield + scrap cost,15-25% inventory reduction,Quality + Production,Asset uptime (top AI priority),Est. annual value $35M; baseline forecast MAPE ~28%,Statistical forecast in planning suite,"$5,200,000/yr (pre-automation)",Enterprise IBP demand plan,High manual effort,HCM ticketing system,"HCM, policy docs, benefits KB",Available; external ingestion effort,Gemini for Google Workspace; Agentspace,No,Custom forecasting models; high complexity,High,Automated w/ exception review,FALSE,Yes,Medium,Medium,Build (engineer it),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
,AI-Driven Negotiation Planning and Savings Capture,Marketing,CFO,Procurement Analytics,reliability@intel.com,AI-driven negotiation planning; capture savings; improve negotiation outcomes?,Margin recovery,20-35% scrap/rework reduction,Planning org,Finance operational excellence,Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Manual spot-audit of contracts vs POs,"$7,500,000/yr","42,000 tickets/mo",High manual effort; low accuracy,ERP + legacy OCR,"ERP POs/invoices, contract repository",Readily available & clean,Vertex AI + BigQuery ML + Looker,No,Predictive models on streaming IoT; high complexity,Medium,Automated w/ exception review,TRUE,Yes,High,Medium,Build (engineer it),Phase-1 pilot on two product lines; go/no-go on measured MAPE lift,intake,,
,Automated Contract Generation and Authoring Quality,Data Center Group,CFO,Reliability Engineering,quality@intel.com,Automate contract generation; reduce cycle time and authoring errors?,Working capital + service level,60-70% helpdesk deflection,Quality + Production,Supply-chain resilience (top AI priority),Realized $4.1M annual savings; 9-day â†’ 2-day cycle,Delivered â€” live in production,"$4,000,000/yr",Enterprise IBP demand plan,High manual effort; late detection,HCM ticketing system,"HCM, policy docs, benefits KB",Available across systems,AppSheet / Agentspace + Vertex AI + Document AI + BigQuery,Yes (batch + streaming),Predictive models on streaming IoT; high complexity,Medium,Supervised,FALSE,Yes,Medium,Medium,Build (engineer it),Advisory-only phase 1; no automated batch holds until 3 months ground-truth validation,intake,,
